poly_num_hbond_donors_sum_fullpolymerfeaturizer,poly_num_hbond_acceptors_sum_fullpolymerfeaturizer,poly_num_non_aromatic_rings_sum_fullpolymerfeaturizer,poly_num_aromatic_rings_sum_fullpolymerfeaturizer,poly_topological_surface_area_sum_fullpolymerfeaturizer,poly_num_hbond_donors_sidechainfeaturizer_sum,poly_num_hbond_acceptors_sidechainfeaturizer_sum,poly_num_atoms_sum_backbonefeaturizer,poly_sp2_carbon_count_sum_backbonefeaturizer,poly_sp3_carbon_count_sum_backbonefeaturizer,poly_homo_eV_H,poly_lumo_eV_H,poly_homo_eV_C,poly_lumo_eV_C,poly_homo_eV_O,poly_lumo_eV_O,drug_num_hbond_donors_sum_fullmolecularfeaturizer,drug_num_hbond_acceptors_sum_fullmolecularfeaturizer,drug_num_non_aromatic_rings_sum_fullmolecularfeaturizer,drug_num_aromatic_rings_sum_fullmolecularfeaturizer,drug_logp,drug_min_DRUG_logd_at_WATER_PH,drug_max_DRUG_logd_at_WATER_PH,drug_homo_eV,drug_lumo_eV,WATER_PH,CONCENTRATION,CAPACITY,SOURCE
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-10.311589579697529,-7.272771725822639,-9.84687849490707,-6.769327607981486,-10.542520325781572,-6.706753423128699,2.0,7.0,0.0,2.0,1.2575999999999998,1.2575999999999998,1.2575999999999998,-9.812598580698989,-6.757912922480993,7.0,0.00352,0.108666666666667,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-10.060691743702067,-7.456244574347138,-9.830148586101208,-6.712524066408201,-10.07129175514988,-6.68206385648609,2.0,7.0,0.0,2.0,1.2575999999999998,1.2575999999999998,1.2575999999999998,-9.776982386139089,-7.027708831725819,7.0,0.007217,0.380128333333333,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-10.183146250367,-7.457260716271064,-9.625412941766971,-6.822121984706107,-10.230486784636156,-6.669081036653721,2.0,7.0,0.0,2.0,1.2575999999999998,1.2575999999999998,1.2575999999999998,-9.806712199104084,-6.755071514371069,7.0,0.007517,0.433728333333333,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-10.168536910303995,-7.213002262938685,-7.00068570130927,-5.569958916350545,-10.628291907225984,-6.377286586383053,4.0,14.0,3.0,0.0,2.439700000000004,1.0226000000000086,2.439700000000004,-6.619005227874091,-6.342680271239508,8.2,0.000118,0.0002117366666666,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-10.155933294752604,-7.477946924088519,-9.620730033821179,-6.957860220886281,-10.527976775977528,-6.6081344284773,4.0,14.0,3.0,0.0,2.439700000000004,1.0226000000000086,2.439700000000004,-7.124056654964373,-6.700559319811774,8.2,0.0001376,0.0002519333333333,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-10.143110989231577,-7.457602320607032,-9.492612539318205,-6.892719705074618,-10.300500224793431,-6.618935393016113,4.0,14.0,3.0,0.0,2.439700000000004,1.0226000000000086,2.439700000000004,-7.269878390934515,-6.688096880796248,8.2,0.0001573,0.0002941866666666,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-10.048695191118034,-7.22401526115246,-9.782843705046679,-6.867256223440641,-10.471208612262243,-6.667963917004401,4.0,14.0,3.0,0.0,2.439700000000004,1.0226000000000086,2.439700000000004,-9.561928850337905,-6.8158924486676975,8.2,0.0004803,0.0009964,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-10.151119732521854,-7.165002048001871,-9.504257589757001,-6.891409241680361,-10.348775445788982,-6.516423601850427,4.0,14.0,3.0,0.0,2.439700000000004,1.0226000000000086,2.439700000000004,-7.542813556271978,-6.678847714597096,8.2,0.0006096,0.0013776,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-10.009815009360985,-7.294984586660812,-9.769411983224813,-6.831455866771257,-10.61837499999261,-6.408297724579568,4.0,6.0,2.0,1.0,-2.4503999999999984,-6.550999999999994,-3.000999999999998,-5.437909222056312,-4.1065617168519895,8.2,0.0003904,0.0010122666666666,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-10.116403748923656,-7.450893337342831,-9.677837204073075,-6.955749995697398,-10.516305335809314,-6.361853967116792,4.0,6.0,2.0,1.0,-2.4503999999999984,-6.550999999999994,-3.000999999999998,-4.782824260095393,-4.2707433153836165,8.2,0.0004691,0.0016180333333333,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-7.477188317721169,-5.6854252778665995,-9.637847439189335,-6.73772914935538,-10.327884535925035,-6.637354937202909,4.0,6.0,2.0,1.0,-2.4503999999999984,-6.550999999999994,-3.000999999999998,-4.917520567359173,-4.226563609530308,8.2,0.0001713,0.00031752,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-7.466924565671443,-5.753803809771205,-9.689569475103747,-6.972526353263203,-9.589915385077346,-6.779712280499276,4.0,6.0,2.0,1.0,-2.4503999999999984,-6.550999999999994,-3.000999999999998,-6.710362143904795,-4.4794047556519985,8.2,6.18e-05,0.000106766,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-7.523938922264189,-5.8207324334726795,-9.643392199702372,-6.986762379978404,-10.417279748951785,-6.450153832506898,2.0,5.0,0.0,2.0,1.3660199999999998,1.3660199999999998,1.95932,-10.646382341557935,-6.842776488789607,8.2,1.404e-05,3.658e-05,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-10.156276575051438,-7.196586494814245,-10.25748829854315,-6.612332771562337,-10.42102442811423,-6.738829494461457,2.0,5.0,0.0,2.0,1.3660199999999998,1.3660199999999998,1.95932,-10.660453417129478,-6.842737674438718,8.2,0.0001826,0.0003156333333333,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-10.076405144559827,-7.428192312851616,-9.623170294403627,-6.9520438533069395,-10.467703022782267,-6.6076372753613,2.0,5.0,0.0,2.0,1.3660199999999998,1.3660199999999998,1.95932,-10.646382311614818,-6.84277661980686,8.2,0.0002444,0.0004694833333333,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-10.137051208822,-7.3184118403354335,-9.719788993024482,-6.952213137823134,-10.389051176171074,-6.713511927509673,2.0,5.0,0.0,2.0,1.3660199999999998,1.3660199999999998,1.95932,-10.646382500216125,-6.84277654036792,8.2,0.0002949,0.0014783,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-10.063230216027486,-7.418159300000697,-9.660874022620623,-6.857902006944004,-10.39039300065849,-6.5747518310284505,5.0,14.0,3.0,0.0,0.2513000000000068,-2.582899999999995,0.2513000000000068,-2.879265530653074,-1.7420176998070154,8.2,0.0002051,0.0004171633333333,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-7.52742095893622,-5.845892212203688,-7.520486251370904,-5.414355614110088,-10.483479402892552,-6.576098931269908,5.0,14.0,3.0,0.0,0.2513000000000068,-2.582899999999995,0.2513000000000068,-1.7587426000703077,-1.0426153009966765,8.2,0.000264,0.0007131,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-10.151121314874143,-7.164999502606178,-6.992646729786922,-5.641650358388884,-10.435706932242374,-6.471990263553837,5.0,14.0,3.0,0.0,0.2513000000000068,-2.582899999999995,0.2513000000000068,-1.4987198988932782,-1.0017160757406853,8.2,0.0003146,0.0009330333333333,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-10.01823780212943,-7.316734100374868,-9.796380461720293,-6.848037189726611,-10.366578720592434,-6.645968954463859,5.0,14.0,3.0,0.0,0.2513000000000068,-2.582899999999995,0.2513000000000068,-1.2495942745279156,-0.980497360552656,8.2,0.0003258,0.0010534,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-7.521318474619487,-5.866545513115561,-9.569082308209719,-6.846104610635578,-10.497094924556984,-6.737475919632684,2.0,7.0,0.0,2.0,1.2575999999999998,1.2575999999999998,1.2575999999999998,-9.825846751544091,-6.7694542487797404,8.2,2.247e-05,6.005e-05,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-10.054268760384959,-7.279661153872755,-9.662360644368421,-6.970982655646685,-10.389678450716982,-6.558888106894691,2.0,7.0,0.0,2.0,1.2575999999999998,1.2575999999999998,1.2575999999999998,-9.825851794914287,-6.769461136969412,8.2,0.0001124,0.0002249933333333,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-10.053480796906248,-7.426125804657826,-7.024202965615566,-5.699037121671986,-10.31226021806045,-6.667222465229719,2.0,7.0,0.0,2.0,1.2575999999999998,1.2575999999999998,1.2575999999999998,-9.8382855189085,-6.784409188739952,8.2,0.0002388,0.00049405,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-10.19178878254497,-7.220470033258384,-7.0630195989612785,-5.7546960018274245,-10.397498333471553,-6.672021286024069,2.0,7.0,0.0,2.0,1.2575999999999998,1.2575999999999998,1.2575999999999998,-9.796139817072874,-6.742039130846174,8.2,0.0002781,0.0006556,https://link.springer.com/article/10.1007/s11270-023-06281-0
2.0,3.0,0.0,0.0,58.199999999999996,0.0,0.0,15.0,5.0,8.0,-7.517460887741843,-5.860915500568283,-9.576155319840344,-6.730299135599748,-10.389386175116842,-6.5769101442858595,2.0,7.0,0.0,2.0,1.2575999999999998,1.2575999999999998,1.2575999999999998,-9.83828549223345,-6.784408048179702,8.2,0.0003062,0.0008643333333333,https://link.springer.com/article/10.1007/s11270-023-06281-0
